customer_id,first_name,last_name,email,phone_number,signup_date,gender,age,is_guest,customer_status,signup_channel,loyalty_tier,initial_loyalty_tier,email_verified,marketing_opt_in,mailing_address,billing_address,loyalty_enrollment_date,clv_bucket
CUST-5112,Sarah,Ibarra,sarah.ibarra@gmail.com,(442)678-4980x841,2025-12-25,Male,32.0,False,Active,Website,Bronze,,True,True,"46247 Hickman Cliffs Apt. 799, North Amandahaven, KS 17862","46247 Hickman Cliffs Apt. 799, North Amandahaven, KS 17862",,Low
CUST-5113,John,Odonnell,john.odonnell@gmail.com,964-800-5242,2025-10-25,Female,18.0,False,Active,Website,Bronze,Platinum,True,True,"824 Jacobs Stravenue, Jamesview, NY 64533","824 Jacobs Stravenue, Jamesview, NY 64533",2026-01-25,Low
CUST-5114,Jason,Wright,jason.wright@gmail.com,(886)592-3226x025,2026-03-05,Male,30.0,False,Active,email,Bronze,Bronze,True,False,"28059 Russell Canyon, Michaelton, MH 47399","28059 Russell Canyon, Michaelton, MH 47399",2026-03-06,Low
CUST-5115,Mark,Lin,mark.lin@yahoo.com,(386)885-0142x940,2026-01-24,Female,24.0,False,Active,Website,Bronze,Bronze,True,True,"0733 Bailey View, East Andrew, ID 52728","0733 Bailey View, East Andrew, ID 52728",2026-02-26,Low
CUST-5116,Cindy,Alvarado,cindy.alvarado@gmail.com,001-448-646-5648x2366,2025-10-06,Male,60.0,False,Active,Phone,Platinum,Silver,True,False,"9816 Jonathan Station Suite 088, West Ryan, TN 43780","9816 Jonathan Station Suite 088, West Ryan, TN 43780",2026-01-09,High
CUST-5117,Gene,Miller,gene.miller@hotmail.com,+1-395-913-4332x00379,2026-04-15,Female,30.0,False,Active,Website,Platinum,Platinum,True,True,"4369 Marshall Mills, New Thomas, MH 96964","4369 Marshall Mills, New Thomas, MH 96964",2026-04-15,High
CUST-5118,Jeffery,Brock,jeffery.brock@hotmail.com,870.983.1727x88957,2025-08-19,Unknown,52.0,False,Active,Phone,Platinum,Gold,True,True,"676 Dylan Spurs, Port Michelleville, WI 56225","676 Dylan Spurs, Port Michelleville, WI 56225",2026-03-25,High
CUST-5119,Chris,Mitchell,chris.mitchell@yahoo.com,958-812-2362x31665,2025-06-19,Female,64.0,False,Active,Social Media,Bronze,Gold,True,False,"PSC 7743, Box 4873, APO AA 58155","PSC 7743, Box 4873, APO AA 58155",2025-10-04,Low
CUST-5120,Anthony,Rogers,anthony.rogers@hotmail.com,(427)929-8069x9016,2025-10-31,Unknown,51.0,False,Active,Social Media,Bronze,Silver,True,True,"9096 Smith Knoll Suite 668, South Jeffrey, NE 64155","9096 Smith Knoll Suite 668, South Jeffrey, NE 64155",2026-03-07,Low
CUST-5121,Jeffrey,Jones,jeffrey.jones@hotmail.com,9033309232,2025-12-25,Unknown,55.0,False,Active,Website,Bronze,Silver,True,False,"5375 Juarez Light Suite 641, Smithside, AR 46371","5375 Juarez Light Suite 641, Smithside, AR 46371",2026-04-05,Low
CUST-5122,Erica,Rubio,erica.rubio@yahoo.com,001-831-793-1491x905,2025-11-04,Male,41.0,False,active,Website,Platinum,Bronze,True,False,"4529 Kimberly Estates, Danieltown, ME 75971","4529 Kimberly Estates, Danieltown, ME 75971",2025-12-14,High
CUST-5123,Melissa,Rivas,melissa.rivas@gmail.com,973-579-9650x752,2025-10-13,Unknown,50.0,False,Active,Website,Bronze,,True,True,"67165 Zimmerman Mews Apt. 849, Marshallshire, KY 42746","67165 Zimmerman Mews Apt. 849, Marshallshire, KY 42746",,Low
CUST-5124,Shane,Smith,shane.smith@yahoo.com,763.849.5788,2025-09-25,Female,46.0,False,Active,Website,Bronze,,True,True,"4948 Zachary Field Apt. 367, Lake Thomas, VT 64833","4948 Zachary Field Apt. 367, Lake Thomas, VT 64833",,Low
CUST-5125,James,Wilson,james.wilson@hotmail.com,001-723-437-4989x41343,2026-01-03,Unknown,35.0,False,Dormant,Website,Bronze,,True,True,"Unit 8557 Box 4443, DPO AE 95041","Unit 8557 Box 4443, DPO AE 95041",,Low
CUST-5126,Taylor,Alexander,taylor.alexander@gmail.com,2474116719,2025-07-27,Unknown,30.0,False,Inactive,Website,Silver,Bronze,False,False,"0084 Dana Terrace, Garciatown, OK 37769","0084 Dana Terrace, Garciatown, OK 37769",2025-12-14,Medium
CUST-5127,Cory,Farmer,cory.farmer@hotmail.com,241.823.2812,2026-01-19,Unknown,37.0,False,Active,Phone,Bronze,,True,False,"31869 Kimberly Light Suite 749, Torreston, RI 97505","31869 Kimberly Light Suite 749, Torreston, RI 97505",,Low
CUST-5128,Margaret,Jones,margaret.jones@gmail.com,999-347-1746x4887,2026-03-17,Unknown,27.0,False,Inactive,Website,Platinum,Platinum,True,False,"0344 Jones Fort Suite 936, New Jeffreyberg, PW 35317","0344 Jones Fort Suite 936, New Jeffreyberg, PW 35317",2026-04-16,High
CUST-5129,Howard,Richards,howard.richards@hotmail.com,817.256.5512x5674,2026-01-05,Male,39.0,False,Inactive,email,Bronze,Silver,True,True,"594 Christopher Spring Apt. 490, South April, NV 36959","594 Christopher Spring Apt. 490, South April, NV 36959",2026-03-05,Low
CUST-5130,Kathleen,Harris,kathleen.harris@hotmail.com,(647)271-0932,2025-11-15,Unknown,26.0,False,Active,Website,Gold,Silver,True,False,"5168 Diane Plains Suite 603, Cindyfort, SC 58440","5168 Diane Plains Suite 603, Cindyfort, SC 58440",2026-02-18,Medium
CUST-5131,Andrea,Reyes,andrea.reyes@hotmail.com,421.946.5840x44997,2026-03-19,Unknown,66.0,False,Active,Social Media,Bronze,Bronze,True,False,"17127 Hicks Groves, Davenportfort, IA 60372","17127 Hicks Groves, Davenportfort, IA 60372",2026-04-09,Low
CUST-5132,Paul,Alvarado,paul.alvarado@hotmail.com,(370)928-9517,2026-01-31,Male,54.0,False,Active,Social Media,Bronze,Bronze,True,False,"8867 Kane Square Apt. 963, Williamsfort, VT 50469","8867 Kane Square Apt. 963, Williamsfort, VT 50469",2026-03-14,Low
CUST-5133,Courtney,Clay,courtney.clay@yahoo.com,+1-309-313-4316,2025-07-29,Female,42.0,False,Active,Phone,Bronze,,True,False,"2174 Hanson Locks, Port Markside, MS 42006","2174 Hanson Locks, Port Markside, MS 42006",,Low
CUST-5134,Felicia,Jimenez,felicia.jimenez@hotmail.com,(437)347-4074,2025-06-02,Female,49.0,False,Active,Website,Silver,Bronze,True,False,"05045 Jordan Gardens Suite 922, North Chelsea, MS 81727","05045 Jordan Gardens Suite 922, North Chelsea, MS 81727",2026-04-06,Medium
CUST-5135,Kenneth,Spence,kenneth.spence@hotmail.com,(640)490-9743x9533,2025-08-13,Male,51.0,False,Active,Website,Bronze,Silver,True,False,"464 Bruce Flat Suite 713, Armstrongshire, LA 92156","464 Bruce Flat Suite 713, Armstrongshire, LA 92156",2025-11-15,Low
CUST-5136,Kristin,Walter,kristin.walter@yahoo.com,784.324.7451x71236,2025-06-21,Male,26.0,False,Inactive,Website,Bronze,Bronze,True,False,"7095 Christopher Hill, Julieburgh, ID 17823","7095 Christopher Hill, Julieburgh, ID 17823",2025-10-04,Low
CUST-5137,Christine,Hahn,christine.hahn@yahoo.com,+1-331-374-6120x047,2026-02-19,Male,61.0,False,Active,email,Bronze,Bronze,True,False,"8175 Richards View, Danielbury, NJ 03781","8175 Richards View, Danielbury, NJ 03781",2026-04-05,Low
CUST-5138,Hannah,Robinson,hannah.robinson@yahoo.com,551.358.5064,2026-02-19,Female,49.0,False,Active,Social Media,Platinum,Gold,True,False,"7586 Nicole Shoal, Port Tracychester, KY 04789","7586 Nicole Shoal, Port Tracychester, KY 04789",2026-04-16,High
CUST-5139,Danielle,Maddox,danielle.maddox@gmail.com,232-693-1839x33529,2025-10-10,Female,70.0,False, Inactive ,email,Bronze,Bronze,True,True,"USCGC Davis, FPO AE 84610","USCGC Davis, FPO AE 84610",2026-03-15,Low
CUST-5140,Brian,Harmon,brian.harmon@hotmail.com,517-275-8917,2025-11-23,Unknown,43.0,False,Active,Website,Bronze,Bronze,True,False,"84210 Alexis Turnpike, New Mario, HI 35283","84210 Alexis Turnpike, New Mario, HI 35283",2025-12-17,Low
CUST-5141,Brenda,Joseph,brenda.joseph@yahoo.com,+1-984-578-9611x836,2026-01-16,Unknown,49.0,False,Active,Website,Gold,Silver,True,True,"0076 Parks Overpass Suite 115, North David, RI 83479","0076 Parks Overpass Suite 115, North David, RI 83479",2026-02-12,High
CUST-5142,Angela,Willis,angela.willis@hotmail.com,+1-651-765-6049,2025-12-30,Male,31.0,False,Active,Social Media,Bronze,Bronze,True,True,"6156 Ortega Landing Apt. 711, North Ryanstad, AS 17555","6156 Ortega Landing Apt. 711, North Ryanstad, AS 17555",2026-01-31,Low
CUST-5143,Christina,Day,christina.day@gmail.com,+1-840-324-4550x229,2025-12-08,Unknown,20.0,False,Active,Website,Platinum,Gold,True,False,"73158 Wilson Harbors, Port Roy, OH 81991","73158 Wilson Harbors, Port Roy, OH 81991",2026-03-19,High
CUST-5144,Nicole,Moore,nicole.moore@hotmail.com,6145767976,2025-12-09,Unknown,53.0,False,Active,Website,Platinum,,True,True,"83667 Moore Inlet, Kimberlyshire, PA 11636","83667 Moore Inlet, Kimberlyshire, PA 11636",,High
CUST-5145,Kevin,Clark,kevin.clark@gmail.com,001-744-351-0762x26838,2025-07-07,Female,24.0,False,Active,Website,Platinum,,True,False,"6149 Rose Inlet, East Randallton, AL 27295","6149 Rose Inlet, East Randallton, AL 27295",,High
CUST-5146,George,Meza,george.meza@yahoo.com,001-651-761-3696x816,2025-04-21,Unknown,63.0,False,Active,email,Bronze,Silver,True,True,"0715 Berry Station, Robertsfurt, AK 43069","0715 Berry Station, Robertsfurt, AK 43069",2025-08-09,Low
CUST-5147,Glenn,Hernandez,glenn.hernandez@hotmail.com,727-779-9799,2026-01-08,Unknown,62.0,False,Active,email,Platinum,Gold,True,True,"81883 Bell Viaduct, East Curtis, KS 26357","81883 Bell Viaduct, East Curtis, KS 26357",2026-02-26,High
CUST-5148,Marie,Jones,marie.jones@gmail.com,+1-998-467-9807x935,2025-08-21,Male,19.0,False,Dormant,Website,Bronze,Bronze,True,True,"7449 Michael Cliffs, Steventon, AR 48832","7449 Michael Cliffs, Steventon, AR 48832",2025-12-06,Low
CUST-5149,Christopher,Lucas,christopher.lucas@gmail.com,677.888.9255,2025-06-04,Male,20.0,False,Active,Social Media,Bronze,Bronze,True,True,"USCGC Garcia, FPO AA 94127","USCGC Garcia, FPO AA 94127",2025-08-28,Low
CUST-5150,Sabrina,Collins,sabrina.collins@hotmail.com,001-862-791-4865x281,2026-03-01,Male,32.0,False,ACTIVE,Website,Platinum,Platinum,True,True,"905 Mark Point Suite 449, West Christopher, TN 19038","905 Mark Point Suite 449, West Christopher, TN 19038",2026-03-08,High
CUST-5151,Eric,White,eric.white@hotmail.com,001-592-670-6537x94738,2025-04-22,Female,59.0,False,Active,Website,Gold,Bronze,True,False,"35733 Eric Hill Apt. 888, Lake Matthewberg, PA 49878","35733 Eric Hill Apt. 888, Lake Matthewberg, PA 49878",2025-09-11,Medium
CUST-5152,Robert,Martin,robert.martin@gmail.com,+1-424-607-5818x141,2025-12-27,Unknown,54.0,False,Active,Phone,Platinum,Gold,False,False,"Unit 7359 Box 7746, DPO AP 69636","Unit 7359 Box 7746, DPO AP 69636",2026-04-14,High
CUST-5153,Anthony,Galvan,anthony.galvan@hotmail.com,+1-252-620-4727x7901,2025-10-31,Unknown,29.0,False,Active,email,Bronze,Silver,False,True,"1375 Robert Locks, Joeland, MN 29931","1375 Robert Locks, Joeland, MN 29931",2026-01-24,Low
CUST-5154,Laura,Bryant,laura.bryant@gmail.com,598.808.9324x6095,2025-05-20,Female,50.0,False,Active,Website,Platinum,Silver,True,False,"986 Kimberly Freeway, Davidbury, MT 84249","986 Kimberly Freeway, Davidbury, MT 84249",2025-12-01,High
CUST-5155,Allen,Kramer,allen.kramer@yahoo.com,419.952.0585,2025-04-26,Male,66.0,False,active,email,Bronze,Silver,True,True,"518 Peter Mountains, Lake Paulstad, KS 98453","518 Peter Mountains, Lake Paulstad, KS 98453",2025-12-01,Low
CUST-5156,Nina,Stewart,nina.stewart@yahoo.com,868.874.0345x05415,2025-07-02,Male,65.0,False,INACTIVE,Website,Gold,Bronze,True,True,"Unit 7221 Box 7043, DPO AE 26645","Unit 7221 Box 7043, DPO AE 26645",2026-02-14,High
CUST-5157,Mark,Phillips,mark.phillips@yahoo.com,+1-362-875-7059x640,2026-01-07,Male,19.0,False,Active,Social Media,Platinum,Gold,,True,"2775 Owen Stream Suite 169, New Kelly, CT 10995","2775 Owen Stream Suite 169, New Kelly, CT 10995",2026-04-13,High
CUST-5158,Eric,Cole,eric.cole@yahoo.com,(271)492-8565x431,2026-03-22,Male,56.0,False,Inactive,Phone,Bronze,Gold,True,True,"29702 Joel Rue, Michaelshire, AZ 79811","29702 Joel Rue, Michaelshire, AZ 79811",2026-03-29,Low
CUST-5159,Sean,Miller,sean.miller@hotmail.com,451-588-4422x58313,2025-12-23,Male,31.0,False,Active,Website,Bronze,Silver,True,False,"144 Lewis Ridge Suite 731, Port Charles, HI 94003","144 Lewis Ridge Suite 731, Port Charles, HI 94003",2026-01-10,Low
CUST-5160,Kayla,Morrow,kayla.morrow@gmail.com,(451)477-8528,2025-08-14,Male,64.0,False,Active,Website,Bronze,Silver,True,False,"8957 Cheryl Corners, West Raymondfort, NC 54344","8957 Cheryl Corners, West Raymondfort, NC 54344",2025-09-25,Low
CUST-5161,Meghan,King,meghan.king@hotmail.com,+1-442-449-8182,2025-12-01,Unknown,23.0,False,Dormant,Phone,Bronze,Platinum,True,True,"82422 Donovan Fork, Staceyhaven, MH 37731","82422 Donovan Fork, Staceyhaven, MH 37731",2026-04-03,Low
CUST-5162,Sue,Webb,sue.webb@hotmail.com,(447)710-2767x7359,2025-12-30,Female,48.0,False,Active,email,Gold,Bronze,,False,"001 Stacy Trail Suite 396, South Pamelaside, LA 84637","001 Stacy Trail Suite 396, South Pamelaside, LA 84637",2026-04-10,High
CUST-5163,Kelly,Cruz,kelly.cruz@hotmail.com,(232)359-5327x87747,2026-02-14,Female,47.0,False,Active,Website,Bronze,Bronze,True,False,"562 Robertson Coves Suite 371, Shannonberg, CT 07133","562 Robertson Coves Suite 371, Shannonberg, CT 07133",2026-03-10,Low
CUST-5164,Michael,Williams,michael.williams@yahoo.com,+1-274-880-1624x565,2025-06-24,Female,18.0,False,Inactive,email,Platinum,Platinum,True,True,"USCGC Levy, FPO AE 76961","USCGC Levy, FPO AE 76961",2025-06-26,High
CUST-5165,Angela,Diaz,angela.diaz@gmail.com,798.968.0002,2025-11-04,Female,22.0,False,Active,Phone,Platinum,Silver,True,False,"8416 Duran Harbors, East Theresafurt, MN 44945","8416 Duran Harbors, East Theresafurt, MN 44945",2026-04-03,High
CUST-5166,Amanda,Erickson,amanda.erickson@yahoo.com,505.251.6940x9749,2025-07-08,Unknown,50.0,False,Inactive,Website,Gold,Bronze,True,True,"825 Martin Ridges, Brittneyhaven, MP 67310","825 Martin Ridges, Brittneyhaven, MP 67310",2026-01-02,High
CUST-5167,Robert,Harris,robert.harris@hotmail.com,001-997-702-8385x78652,2025-11-19,Female,58.0,False, INACTIVE  ,email,Bronze,Bronze,True,False,"962 Anthony Squares, East Andrewmouth, MT 20349","962 Anthony Squares, East Andrewmouth, MT 20349",2026-02-19,Low
CUST-5168,Joshua,Martinez,joshua.martinez@hotmail.com,+1-766-952-4041,2025-12-05,Unknown,18.0,False,Active,Phone,Platinum,Silver,True,False,"733 Grant Fork Suite 437, Timothyside, WY 95090","733 Grant Fork Suite 437, Timothyside, WY 95090",2026-01-15,High
CUST-5169,Mark,Kennedy,mark.kennedy@hotmail.com,001-520-282-6773x45401,2026-02-10,Unknown,30.0,False,Inactive,Phone,Bronze,,True,True,"38484 Daniel Streets Apt. 308, Lake Jesse, CT 54673","38484 Daniel Streets Apt. 308, Lake Jesse, CT 54673",,Low
CUST-5170,Kenneth,Morrison,kenneth.morrison@yahoo.com,978-687-2874x3152,2026-01-13,Unknown,66.0,False,Inactive,email,Bronze,Silver,True,True,"PSC 2620, Box 6724, APO AE 01715","PSC 2620, Box 6724, APO AE 01715",2026-03-06,Low
CUST-5171,Richard,Davis,richard.davis@gmail.com,253.604.6374x5499,2025-06-28,Female,18.0,False,Dormant,Website,Bronze,Gold,False,True,"549 Gregory Walks, Wilcoxhaven, MD 11869","549 Gregory Walks, Wilcoxhaven, MD 11869",2025-12-02,Low
CUST-5172,Timothy,Gibson,timothy.gibson@hotmail.com,(768)378-3391x878,2025-11-15,Unknown,29.0,False,Active,Website,Platinum,Gold,True,True,"17426 Vaughn Route, Michaelbury, IN 18008","17426 Vaughn Route, Michaelbury, IN 18008",2025-12-28,High
CUST-5173,Melissa,Ramos,melissa.ramos@hotmail.com,897.918.7072,2025-12-02,Male,69.0,False,Inactive,email,Bronze,Bronze,True,False,"PSC 1088, Box 3982, APO AE 43508","PSC 1088, Box 3982, APO AE 43508",2026-01-17,Low
CUST-5174,Sarah,Jones,sarah.jones@yahoo.com,8468226567,2026-03-01,Unknown,42.0,False,Active,Website,Platinum,Bronze,,True,"406 Velasquez Summit Apt. 910, Cooperland, ND 08398","406 Velasquez Summit Apt. 910, Cooperland, ND 08398",2026-03-06,High
CUST-5175,Steven,Ball,steven.ball@yahoo.com,+1-363-237-5243,2026-03-26,Female,35.0,False,Inactive,Social Media,Bronze,,True,False,"512 Rice Stream, Port Adam, AK 39608","512 Rice Stream, Port Adam, AK 39608",,Low
CUST-5176,Michelle,Brown,michelle.brown@hotmail.com,639-659-9534x2836,2025-08-02,Male,56.0,False,Active,Website,Bronze,,False,True,"033 Craig Bypass Suite 903, South Scottside, IL 99379","033 Craig Bypass Suite 903, South Scottside, IL 99379",,Low
CUST-5177,Ricky,Evans,ricky.evans@gmail.com,001-487-833-4270x86688,2026-02-19,Female,70.0,False,Active,Website,Platinum,Gold,True,True,"687 Teresa Row, Floydmouth, UT 55069","687 Teresa Row, Floydmouth, UT 55069",2026-03-11,High
CUST-5178,Angelica,Mendoza,angelica.mendoza@yahoo.com,603-831-7393x6385,2025-10-02,Female,62.0,False,Active,Social Media,Bronze,,False,False,"1751 Brett Lane, Port Charlesshire, VA 88509","1751 Brett Lane, Port Charlesshire, VA 88509",,Low
CUST-5179,Joyce,Smith,joyce.smith@hotmail.com,001-596-942-3536,2025-06-17,Unknown,41.0,False,Active,Social Media,Bronze,Silver,True,False,"4587 Garcia Stravenue Suite 535, Robertshire, VI 29503","4587 Garcia Stravenue Suite 535, Robertshire, VI 29503",2025-10-22,Low
CUST-5180,Robert,Kirby,robert.kirby@gmail.com,920-938-7509,2025-07-21,Unknown,19.0,False,Active,Website,Platinum,Platinum,False,False,"7772 Jackson Stravenue Suite 280, Port Melanieton, WV 01337","7772 Jackson Stravenue Suite 280, Port Melanieton, WV 01337",2026-01-01,High
CUST-5181,Lisa,Adams,lisa.adams@yahoo.com,256-379-3341,2025-11-29,Unknown,40.0,False,Active,Website,Bronze,Gold,False,False,"08484 Wayne Square Suite 211, East James, NC 33585","08484 Wayne Square Suite 211, East James, NC 33585",2025-12-19,Low
CUST-5182,Brandon,Jones,brandon.jones@yahoo.com,+1-890-325-0392,2025-06-06,Unknown,51.0,False,Inactive,email,Silver,Bronze,True,False,"700 Christopher Vista Suite 591, East Jasonshire, NJ 36033","700 Christopher Vista Suite 591, East Jasonshire, NJ 36033",2025-08-18,Low
CUST-5183,Samuel,Roberson,samuel.roberson@yahoo.com,+1-899-865-0477x358,2025-12-26,Unknown,47.0,False,Active,Social Media,Bronze,Silver,True,True,"685 Campos Dam, New Juliestad, AR 13304","685 Campos Dam, New Juliestad, AR 13304",2026-03-06,Low
CUST-5184,Kathleen,Garcia,kathleen.garcia@gmail.com,(367)788-8610,2025-08-18,Male,24.0,False,Active,Website,Bronze,Silver,True,True,"94311 Moore Station Apt. 655, North Adamport, NV 47676","94311 Moore Station Apt. 655, North Adamport, NV 47676",2025-09-09,Low
CUST-5185,Trevor,Brown,trevor.brown@yahoo.com,964-371-5437x993,2025-09-06,Female,25.0,False,Active,Website,Bronze,Silver,False,False,"0466 Jenny Points Apt. 982, Jacksonview, ME 35681","0466 Jenny Points Apt. 982, Jacksonview, ME 35681",2026-02-24,Low
CUST-5186,Timothy,Thompson,timothy.thompson@yahoo.com,447-293-5646x51939,2025-10-03,Unknown,22.0,False,Active,Social Media,Bronze,Silver,True,False,"5965 Cook Via, West Malik, UT 26827","5965 Cook Via, West Malik, UT 26827",2026-03-05,Low
CUST-5187,Lauren,Guerra,lauren.guerra@gmail.com,(872)843-4266x17979,2026-03-16,Female,32.0,False,Active,email,Bronze,Gold,True,True,"USCGC Hahn, FPO AE 57970","USCGC Hahn, FPO AE 57970",2026-03-30,Low
CUST-5188,Daniel,Garcia,daniel.garcia@gmail.com,288.999.3756x79825,2025-07-21,Unknown,42.0,False,Active,email,Bronze,Silver,True,True,"891 Kayla Shoals Suite 290, Rasmussenmouth, WY 56921","891 Kayla Shoals Suite 290, Rasmussenmouth, WY 56921",2025-12-28,Low
CUST-5189,Kevin,Patrick,kevin.patrick@gmail.com,7518238282,2025-11-18,Female,51.0,False,Active,Website,Platinum,Silver,True,True,"12545 Mueller Pike Suite 571, Bowenmouth, MD 09305","12545 Mueller Pike Suite 571, Bowenmouth, MD 09305",2025-12-20,High
CUST-5190,Jacob,Sandoval,jacob.sandoval@yahoo.com,5936796603,2025-12-07,Unknown,49.0,False,Active,Website,Bronze,Bronze,True,True,"USNS Salinas, FPO AP 24677","USNS Salinas, FPO AP 24677",2026-02-01,Low
CUST-5191,Lawrence,Price,lawrence.price@yahoo.com,001-315-457-9249,2025-05-03,Unknown,35.0,False,Dormant,email,Platinum,Platinum,True,True,"182 Nguyen Mount, West Emilyfort, NC 84270","182 Nguyen Mount, West Emilyfort, NC 84270",2025-07-05,High
CUST-5192,Heather,Brewer,heather.brewer@gmail.com,+1-227-742-2579,2025-09-12,Female,27.0,False,Inactive,email,Bronze,Platinum,True,False,"1252 Barnes Dam, Hendersonfort, SC 70936","1252 Barnes Dam, Hendersonfort, SC 70936",2025-12-06,Low
CUST-5193,William,Simpson,william.simpson@hotmail.com,667.472.1903x4043,2025-05-12,Unknown,37.0,False,Dormant,Phone,Platinum,Platinum,True,False,"USCGC Taylor, FPO AA 74108","USCGC Taylor, FPO AA 74108",2025-11-28,High
CUST-5194,Karen,Evans,karen.evans@gmail.com,445.417.1339x596,2025-11-02,Unknown,43.0,False,Active,Website,Bronze,Platinum,True,True,"819 Joseph Plains Suite 807, South Curtis, MP 86179","819 Joseph Plains Suite 807, South Curtis, MP 86179",2026-02-10,Low
CUST-5195,Tricia,Shelton,tricia.shelton@gmail.com,(560)842-2325,2026-01-21,Unknown,69.0,False,Active,Website,Bronze,Gold,False,True,"95849 Mario Squares, Keithview, PR 67926","95849 Mario Squares, Keithview, PR 67926",2026-04-05,Low
CUST-5196,Aaron,Schroeder,aaron.schroeder@hotmail.com,975-618-6363,2025-06-25,Unknown,31.0,False,Inactive,Website,Bronze,Gold,True,False,"667 Cynthia Trafficway Apt. 684, Shawnfort, MD 76779","667 Cynthia Trafficway Apt. 684, Shawnfort, MD 76779",2025-10-10,Low
CUST-5197,Aaron,Rubio,aaron.rubio@gmail.com,001-824-624-1541x520,2025-06-07,Unknown,61.0,False,Inactive,email,Bronze,Bronze,False,True,"8929 Kramer Springs Apt. 017, North Sarahburgh, NV 60337","8929 Kramer Springs Apt. 017, North Sarahburgh, NV 60337",2026-01-11,Low
CUST-5198,Heather,Montoya,heather.montoya@yahoo.com,001-427-813-6111x554,2025-05-12,Male,27.0,False,Active,Website,Bronze,Bronze,True,True,"1103 Miller Ramp, New Erin, AL 01557","1103 Miller Ramp, New Erin, AL 01557",2025-12-20,Low
CUST-5199,Edward,Jenkins,edward.jenkins@hotmail.com,531.612.1965x652,2025-09-17,Female,67.0,False,Active,email,Bronze,Silver,True,False,"218 Chelsey Expressway, Bellborough, SC 98578","218 Chelsey Expressway, Bellborough, SC 98578",2025-12-22,Low
CUST-5200,Catherine,Lopez,catherine.lopez@yahoo.com,703-476-1379x1805,2025-10-28,Unknown,25.0,False,Active,Website,Gold,Bronze,True,False,"999 Maxwell Spurs, Port Melanieport, IL 68363","999 Maxwell Spurs, Port Melanieport, IL 68363",2025-11-27,High
CUST-5201,Rodney,Morales,rodney.morales@hotmail.com,+1-589-424-1418,2026-02-10,Male,68.0,False,Active,email,Platinum,Bronze,True,False,"8271 Brenda Bridge Suite 300, Hunterhaven, WI 54952","8271 Brenda Bridge Suite 300, Hunterhaven, WI 54952",2026-02-22,High
